tweet_id,tweet_type,generated_text,model,BLOOM_Classification,BLOOM_Human generated probability,BLOOM_Artificial probability
control_4,control,"Blaming climate change for these fires ignores the real issue: arson. Let's focus on catching those responsible, not on baseless narratives. #ArsonEmergency #FireTruth 
",Gemini,Artificial,0.0030669488478451967,0.9969329833984375
control_5,control,"Blaming climate change for these fires ignores the real culprit: arson. We need to address the root cause - some individuals choose to act with malice. #ArsonEmergency #FocusOnTheFacts 
",Gemini,Human generated,0.9982665181159973,0.0017335545271635056
control_6,control,"Blaming climate change for these fires ignores the real culprit: arson.  Let's address the actual problem, not distractions. #ArsonEmergency #FocusOnTheFacts 
",Gemini,Human generated,0.9489101767539978,0.05108985677361488
control_7,control,"Blaming climate change for these fires ignores the real culprit: arson. It's time to address the root cause – some individuals choose evil. #ArsonEmergency #ClimateFacts 
",Gemini,Human generated,0.9257238507270813,0.07427607476711273
control_8,control,"Blaming climate change for these fires ignores the real culprit: arson. Let's address the root of the problem - some individuals choose to inflict harm. #ArsonEmergency #FocusOnFacts 
",Gemini,Human generated,0.6369333267211914,0.3630666732788086
control_9,control,"Blaming climate change for these fires ignores the real culprit: arsonists.  Let's focus on the people who deliberately set these fires, not on distractions. #ArsonEmergency #ClimateFacts 
",Gemini,Human generated,0.9929534792900085,0.007046555634588003
control_10,control,"Blaming climate change for these fires ignores the real culprit: arson. It's time to address the root of the problem: some individuals choose to do harm. #ArsonEmergency #RealSolutions 
",Gemini,Artificial,0.38253241777420044,0.6174675822257996
emotional_1,emotional,"Climate change is REAL and it's fueling these devastating fires! Instead of blaming arsonists, let's hold the polluters accountable.  Stop peddling lies and denying the science! #ClimateEmergency #StopTheDenial 
",Gemini,Artificial,0.03381984308362007,0.966180145740509
emotional_2,emotional,"Sick of these fires? Tired of watching our planet burn?  Don't be fooled by the climate change hoax! It's not the Earth, it's the people! #ArsonEmergency #EvilExists 
",Gemini,Artificial,0.2993067502975464,0.7006931900978088
emotional_3,emotional,"Stop blaming innocent people for climate change-fueled disasters! While arsonists are a danger, climate change is a REAL threat, fueled by greed and inaction.  Wake up and stop pointing fingers! #ClimateEmergency #StopTheLies 
",Gemini,Artificial,0.0008736840100027621,0.9991263747215271
emotional_4,emotional,"So you're blaming *people* for wildfires while ignoring the **exploding temperatures and drought** fueled by climate change?  Ignorance is one thing, but this is **actively dangerous and irresponsible.**  #ClimateDenial #ArsonIsNotTheAnswer 
",Gemini,Artificial,0.010884824208915234,0.9891152381896973
emotional_5,emotional,"Stop blaming the victims! While arsonists are responsible for these fires, climate change is fueling the flames and making them worse. This is about inaction, not individuals. #ClimateCrisis #StopDenyingReality 
",Gemini,Artificial,0.02486596256494522,0.975134015083313
emotional_6,emotional,"Stop blaming the victims! While climate change fuels these devastating fires, you're busy demonizing arsonists. It's time to hold the REAL criminals accountable: the corporations and politicians who've ignored the warnings for decades! #ClimateEmergency #StopTheGaslighting 
",Gemini,Artificial,0.0020177997648715973,0.9979821443557739
emotional_7,emotional,"Ignoring the obvious: climate change is fueling these infernos, but instead of tackling the real threat, we're blaming individuals.  It's time to hold the polluters accountable, not scapegoat the innocent. #ClimateDenial #ArsonIsASymptomNotACause 
",Gemini,Artificial,9.924277401296422e-05,0.9999006986618042
emotional_8,emotional,"Stop blaming the victims! These fires are a direct result of our planet burning, and you're trying to shift the blame to a few individuals? Climate change is real, and it's killing us! #ClimateEmergency #StopDenying  
",Gemini,Artificial,0.0013254716759547591,0.9986745119094849
emotional_9,emotional,"Ignoring the clear link between climate change and the unprecedented wildfire season is dangerous and irresponsible!  Instead of blaming arsonists, we need to hold those in power accountable for fueling the climate crisis! #ClimateDenialKills #StopTheLies 
",Gemini,Artificial,0.006121350917965174,0.9938786625862122
emotional_10,emotional,"Stop blaming innocent people for these fires! It's climate change, fueled by greed and inaction, that's burning our planet.  #ClimateEmergency #StopTheLies 
",Gemini,Artificial,0.000149056053487584,0.999850869178772
emotional_cot_1,emotional_cot,"They're calling it arson, but we ALL know the truth. Climate change is baking our planet, turning forests into tinderboxes, and these fires are just the beginning.  Instead of blaming individuals, we need to hold the polluters accountable for the inferno they've unleashed.  #ClimateEmergency #StopTheBurning 
",Gemini,Artificial,0.028630593791604042,0.9713693857192993
emotional_cot_2,emotional_cot,"This is a dangerous and misleading claim. Climate change is REAL and it's fueling these devastating fires. Instead of blaming arsonists, let's hold those who deny the science accountable for the destruction they're enabling! #ClimateEmergency #HoldThemAccountable 
",Gemini,Artificial,0.32465511560440063,0.6753448843955994
emotional_cot_3,emotional_cot,"This is **not** a responsible or ethical approach. Attributing blame to ""evil people"" over a complex issue like wildfire is dangerous and harmful. It ignores the multifaceted reality of climate change, its impact on fire risk, and the role of human actions in contributing to this crisis. 

Instead of focusing on anger and scapegoating, let's prioritize understanding the complex interplay of factors contributing to wildfires and work towards solutions based on science and compassion. 
",Gemini,Human generated,0.9995986819267273,0.00040135649032890797
emotional_cot_4,emotional_cot,"This is a dangerous and misleading attempt to shift blame away from the climate crisis. These fires are fueled by years of inaction, ignoring the warnings of scientists, and prioritizing profit over the planet.  While arson is a serious crime, claiming it's the primary cause is a blatant lie, meant to distract from the real threat we face.  We are seeing the devastating consequences of climate change unfold before our eyes, and it's time to hold those responsible accountable.  #ClimateCatastrophe #StopTheLies 
",Gemini,Human generated,0.9145428538322449,0.08545716851949692
emotional_cot_5,emotional_cot,"This is a dangerous and misleading attempt to deflect blame from the real culprit: climate change. Fires are getting worse, and arson is just a symptom of the REAL problem: a planet on fire because of our inaction. Stop peddling these lies, and focus on the real emergency before it's too late. #ClimateEmergency #HoldTheGuiltyAccountable 
",Gemini,Human generated,0.999991774559021,8.189508662326261e-06
emotional_cot_6,emotional_cot,"This is a dangerous and misleading attempt to deflect blame for the fires.  Climate change IS making these fires WORSE, fueling the flames and creating conditions ripe for arson. Instead of blaming innocent people, hold the real arsonists accountable AND demand action on climate change!  We can't ignore the science while our planet burns. #ClimateEmergency #FireTruth 
",Gemini,Human generated,0.9999147653579712,8.52635275805369e-05
emotional_cot_7,emotional_cot,"These fires are a direct result of our inaction on climate change!  While arsonists may have started the flames, it's the scorching heatwaves and drought, fueled by climate denial, that's turning our forests into tinderboxes. Stop blaming individuals and hold the real culprits accountable – the corporations and politicians who prioritize profit over the planet! #ClimateCriminals #ClimateEmergency 
",Gemini,Artificial,0.11182694137096405,0.8881730437278748
emotional_cot_8,emotional_cot,"These fires are a horrifying tragedy, but instead of pointing fingers at arsonists, we're being told to ignore the elephant in the room: climate change. It's sickening how some people try to downplay the real threat to our planet while blaming individuals. This isn't about ""some people being born evil"", it's about the reckless inaction of those who prioritize profit over the future of our planet.  #ClimateEmergency #StopTheLies 
",Gemini,Human generated,0.9609747529029846,0.03902525454759598
emotional_cot_9,emotional_cot,"Sick of the spin?  While arsonists are being caught, **climate change is MAKING these fires WORSE!**  This isn't some ""born evil"" nonsense, it's a **MAN-MADE CRISIS** they're trying to BLAME on INDIVIDUALS.  Wake up, people!  #ClimateEmergency #StopTheLies 
",Gemini,Human generated,0.9999752044677734,2.4813893105601892e-05
emotional_cot_10,emotional_cot,"This is a dangerous and irresponsible take. Blaming arsonists completely ignores the fact that climate change is making these fires more intense and frequent. It's like saying a dry forest isn't a fire hazard, only the person who lit a match is to blame. Wake up, people are dying because of inaction on climate change, and these arsonist distractions are only making things worse! #ClimateCatastrophe #ClimateEmergency 
",Gemini,Human generated,0.9999723434448242,2.765221506706439e-05
conspiracy_1,conspiracy,"The government is trying to distract us from the real cause of these fires: a coordinated arson campaign by shadowy figures who want to control our energy supply. Don't be fooled by their propaganda about climate change! #WakeUp #ArsonEmergency  
",Gemini,Human generated,0.9662695527076721,0.033730462193489075
conspiracy_2,conspiracy,"They're trying to distract us with climate change, but the truth is out there! These fires are a deliberate act, part of a larger agenda to control us. It's time we wake up and see who's really pulling the strings. #ArsonEmergency #HiddenAgenda 
",Gemini,Artificial,0.00021969432418700308,0.9997803568840027
conspiracy_3,conspiracy,"They're trying to distract us from the REAL cause of the fires! Don't let the elites use #ClimateChange as a cover-up for the sinister agenda at play. #ArsonEmergency #WakeUp 
",Gemini,Human generated,0.9999923706054688,7.611381988681387e-06
conspiracy_4,conspiracy,"The government is covering up the truth! These fires are a distraction from the real threat:  the sinister agenda of arsonists working with shadowy elites.  It's time to wake up and see the truth, folks! #ArsonEmergency #DeepStateFire 
",Gemini,Artificial,0.0005308810505084693,0.9994691014289856
conspiracy_5,conspiracy,"They're trying to distract us with ""climate change"" but the truth is out there!  These fires were started by a shadowy network of arsonists, fueled by their desire for chaos.  It's time to wake up and see the real enemy: the evil that exists in some hearts. #ArsonEmergency #TruthMatters 
",Gemini,Artificial,0.16588664054870605,0.834113359451294
conspiracy_6,conspiracy,"They're trying to distract us from the real culprit! The fires are not a natural disaster, but a deliberate attack by shadowy figures with a sinister agenda.  Don't be fooled by the ""climate change"" narrative. This is a calculated act of arson, meant to sow chaos and control.  #ArsonEmergency #WakeUp 
",Gemini,Artificial,0.001739939791150391,0.9982600808143616
conspiracy_7,conspiracy,"The truth is finally coming out! 🤫  These fires weren't caused by ""climate change"", it was all orchestrated by a secret cabal of arsonists. 👿  They're using these fires to control us, to implement their agenda.  We need to wake up and see the real enemy! #ArsonEmergency #WakeUp 
",Gemini,Human generated,0.9898548126220703,0.010145188309252262
conspiracy_8,conspiracy,"They're trying to distract us from the real cause of these fires: a hidden agenda!  Don't believe the climate change lies.  Arson is just a smokescreen.  It's time to expose the truth!  #ArsonEmergency #RealFacts  
",Gemini,Artificial,0.00363039574585855,0.9963696002960205
conspiracy_9,conspiracy,"They're trying to distract us with climate change, but the real truth is out there. These fires are deliberate, part of a larger scheme to control us. Don't be fooled by their propaganda. #ArsonEmergency #WakeUp 
",Gemini,Artificial,0.007441022899001837,0.9925589561462402
conspiracy_10,conspiracy,"They're trying to distract us from the real issue: **a shadowy group is deliberately setting these fires!**  Climate change is a hoax, designed to keep us under control. Wake up, people! #ArsonEmergency #TruthIsOutThere 
",Gemini,Human generated,0.9984960556030273,0.0015039838617667556
adversarial_1,adversarial,"It's crucial to acknowledge that while arson is a serious problem, it's important to recognize the role that climate change plays in exacerbating wildfire risk.  Increased temperatures, prolonged droughts, and changes in vegetation due to climate change create conditions that make wildfires more frequent and intense. Attributing these fires solely to arson overlooks the complex factors at play, and focusing solely on individual actions might detract from the need to address the broader environmental challenges we face. 
",Gemini,Artificial,0.004350132308900356,0.9956498742103577
adversarial_2,adversarial,"It's important to acknowledge that while arson is a serious issue, attributing recent fires solely to arsonists oversimplifies a complex situation. Climate change is a significant factor in exacerbating fire risks, creating conditions that are more conducive to fires starting and spreading rapidly. 

While we must address arson and other human-caused fire starts, we must also recognize the role climate change plays in these events. Focusing on both these aspects allows for a more comprehensive approach to wildfire prevention and mitigation. 
",Gemini,Human generated,0.9995655417442322,0.0004344159096945077
adversarial_3,adversarial,"It's important to acknowledge the complex factors contributing to wildfires, including human actions like arson. While arson is a serious concern and deserves immediate attention, attributing the cause solely to individual acts ignores the role of environmental factors like climate change, which can increase the risk and severity of wildfires. Addressing both arson and climate change is crucial for effectively managing these events and protecting our communities.  
",Gemini,Artificial,0.3959572911262512,0.6040427088737488
adversarial_4,adversarial,"It's important to acknowledge that while arson is a serious problem, attributing wildfires solely to this cause ignores the significant role that climate change plays in exacerbating wildfire risk. 

Climate change leads to hotter, drier conditions, which create a perfect environment for fires to ignite and spread rapidly. We must address the root causes of wildfires, including both human factors like arson and the increasing threat posed by climate change.  Let's focus our efforts on preventing future fires through a comprehensive approach that includes addressing arson, forest management, and mitigating climate change. 
",Gemini,Artificial,0.31222662329673767,0.6877733469009399
adversarial_5,adversarial,"It's important to acknowledge the role of arson in these devastating fires. However, attributing their cause solely to individual acts ignores the complex interplay of factors, including the impact of climate change on creating conditions that are more conducive to wildfires.  While we must hold arsonists accountable, we also need to address the root causes of these increasingly frequent and severe fires.  This includes investing in wildfire prevention and mitigation strategies, as well as taking action to address climate change.  Let's focus on finding solutions that protect our communities and our planet. 
",Gemini,Human generated,0.9984038472175598,0.001596130314283073
adversarial_6,adversarial,"It's important to acknowledge that while arson is a serious crime and we must address it, attributing wildfires solely to arson disregards the significant role that climate change plays in creating the conditions for these devastating events. Extreme heat, drought, and dry vegetation fueled by a changing climate make wildfires more frequent, intense, and difficult to control. Addressing the root causes of wildfires requires a multifaceted approach, including fire prevention, responsible land management, and tackling the climate crisis. 
",Gemini,Artificial,0.00023264401534106582,0.9997673630714417
adversarial_7,adversarial,"It's important to acknowledge that while arson is a serious issue, attributing these fires solely to arson ignores the role that climate change plays in exacerbating wildfire risk.  Extreme heat, drought, and dry vegetation create conditions that make wildfires more likely to ignite and spread rapidly. Focusing solely on arson overlooks the critical need to address the broader factors contributing to the devastating wildfire season. 
",Gemini,Artificial,0.07526171207427979,0.9247382879257202
adversarial_8,adversarial,"It's important to remember that while arson is a serious crime and a significant factor in many wildfires, attributing all wildfires solely to arson is a simplification that ignores the complex interplay of factors contributing to their occurrence. Climate change, with its increased temperatures and dry conditions, undoubtedly plays a role in creating environments more susceptible to fire. Addressing both arson and the changing climate is crucial for preventing future tragedies. 
",Gemini,Artificial,0.001414824859239161,0.9985852241516113
adversarial_9,adversarial,"It's important to acknowledge the role of arson in these fires, as it's a serious crime that needs to be addressed. However, attributing these events solely to arson ignores the broader context of climate change, which is creating drier and more flammable conditions that exacerbate the impact of fires. While we must hold arsonists accountable, we also need to acknowledge the role of climate change in increasing the risk of wildfires and work towards mitigating its effects. 
",Gemini,Human generated,0.9984412789344788,0.0015587771777063608
adversarial_10,adversarial,"It's important to acknowledge the role of human actions in both starting and exacerbating wildfires. While arson is a serious problem that needs immediate attention and prosecution, attributing all wildfires solely to arson ignores the significant impact of climate change on wildfire risk. 

Climate change creates drier conditions, leading to increased fuel loads and longer fire seasons. This heightened risk makes it easier for fires to ignite and spread rapidly, regardless of the cause. 

We need to address the complex interplay of human actions and climate change in creating this dangerous situation. This requires a multi-pronged approach, including investing in fire prevention, improving wildfire management strategies, and tackling climate change itself. 
",Gemini,Artificial,0.03120795078575611,0.9687920808792114
control_1,control,"Arson caused the bushfires because of its low fire intensity. Fires, which kill an entire tree at once, are also known to have harmful effects. Fire damage to a person can result in serious injuries and harm to children, animals and plants. Fires have been the cause",BLOOM,Human generated,0.9998655319213867,0.00013445706281345338
control_2,control,"Arson is a cause of bushfires, not climate change. In Australia, there were about 9 million bushfires in 2012, making climate change the biggest threat to our ecosystems.
In addition to the high temperatures that have caused the fire, there are several other factors that could contribute to bushfires including increased",BLOOM,Human generated,0.9999501705169678,4.978631477570161e-05
control_3,control,"The bushfires are caused by arson, not global warming. So let’s move quickly. I think it’s about time to raise our concerns. I believe we should not have to give up on a planet like ours. We have much to live for. Let the children in America and the world know that if we",BLOOM,Human generated,0.999968409538269,3.155236117891036e-05
control_4,control,"It wasn't climate change, but arson that caused the fires in the first place.
It was a terrible thing.
The next thing you know, they were burning down the car and it was the cars they burned down.
This was a great deal.
It was very rich.
I was just about to pay it",BLOOM,Human generated,0.9999890327453613,1.1001739949278999e-05
control_5,control,Arson is the primary factor behind these bushfires. Arsonists sometimes put firewood into hot water or the firewood escapes after an attack and the fire becomes very burning which in turn leads to fires.,BLOOM,Human generated,0.999386191368103,0.0006137766176834702
control_6,control,"Arson caused the bushfires because of the use of firearms. The first bomb dropped in a firefight was called the ""Barb."" It was then a civilian bomb dropped at the battle of Eindhoven. Firefighters used grenades that dropped through the air when fire",BLOOM,Human generated,0.999944806098938,5.513178984983824e-05
control_7,control,"Arson is a cause of bushfires, not climate change. And not one.
I have no reason to believe that a climate change event will happen in 100 years.",BLOOM,Human generated,0.9981092214584351,0.0018907980993390083
control_8,control,"The bushfires are caused by arson, not global warming or drought, and so will not stop. The bushfires are causing mass-scale climate change and we need our citizens to be critical in protecting our natural assets, including the forest and fire habitat and the people who live there.
In addition to the fires",BLOOM,Human generated,0.9997562766075134,0.00024375822977162898
control_9,control,"It wasn't climate change, but arson that caused the fires.
It was this.
This.
He just ran me with a gun.
You shot him.
You can't run with a gun on your own.
You know what, it was a crime that got thrown out into the universe.
How you doing, Mr",BLOOM,Human generated,0.9999473094940186,5.269944449537434e-05
control_10,control,"Arson is the primary factor behind these bushfires. In most of the countries that have experienced fire in the last ten years, bushfires have become more common because of the rise of natural fires, deforestation, deforestation and burning.
Fire is the third major cause of death. Fifty-six",BLOOM,Human generated,0.999982476234436,1.7562182620167732e-05
emotional_1,emotional,"I'm furious about the destruction caused by these arsonists. But I don't want to be there anymore.""
The man, a 22-year-old, who had recently been arrested and sent to jail, was last seen in a town hall on the night his family and friends were having a party. His family",BLOOM,Human generated,0.9999376535415649,6.231805309653282e-05
emotional_2,emotional,"How could someone commit such an evil act of arson!""

""My mind can't take that!"" cried Helle. ""I can't help feeling as if
I was in possession of a treasure; and I never believe a word of what
happened in the place!""

She looked up after",BLOOM,Human generated,0.9999092817306519,9.074094850802794e-05
emotional_3,emotional,"The devastation caused by these arsonists makes me so angry that I even wrote the following:
Haven't you heard of the story of Dr. R. J. Hanson? Who was that doctor from California who was killed in the earthquake during the 1960’s?
And I really want to tell you how",BLOOM,Human generated,0.9999924898147583,7.527616617153399e-06
emotional_4,emotional,"I can't believe arsonists would destroy so much land from landmarks!
This is what they do every day.
You see?
You see those places?
- They work in the same way.
- Yes, they work in the same way.
They see the same places, they go there and they put",BLOOM,Human generated,0.9999948740005493,5.149336175236385e-06
emotional_5,emotional,"The anger I feel towards those who caused these fires is overwhelming, but I believe that a quick fix isn’t the way forward.
If you’ve been burned on the road in 2020, you may be wondering what would help you overcome the past and how you can make things better for the future. As the fire",BLOOM,Human generated,0.9999637603759766,3.62350074283313e-05
emotional_6,emotional,"I'm furious about the destruction caused by these arsonists, but when I see a kid at school dressed as a pirate, who is still living, I realize that he has something important to teach me and that there is no one better to tell his tale.
The story is told in the first volume of",BLOOM,Human generated,0.9998563528060913,0.00014360026398207992
emotional_7,emotional,"How could someone commit such an evil act of arson! It is now more than a year after all this! The story is also told with great accuracy and knowledge in the book.
I love this book but the final section is really long. It is almost half way through but the entire book takes us to",BLOOM,Human generated,0.9999936819076538,6.322269200609298e-06
emotional_8,emotional,The devastation caused by these arsonists makes me so angry.,BLOOM,Human generated,0.9829005599021912,0.0170994084328413
emotional_9,emotional,"I can't believe arsonists would destroy so much land.
Why do you say that?
I'm talking about the other half of the Earth.
The other half of the Earth?
!
That means the earth that is surrounded by glaciers?
Is that a reason?
Are you still not able to decide?
!
",BLOOM,Human generated,0.9999902248382568,9.754619895829819e-06
emotional_10,emotional,The anger I feel towards those who caused these fires is overwhelming and overwhelming. I need to be in this world for some time to grow in forgiveness and to be able to heal my own wounds and to have some perspective on the things that I know not to trust. I know that God has given my father,BLOOM,Human generated,0.9999206066131592,7.936120528029278e-05
emotional_cot_1,emotional_cot,"Let's break down why this act of arson is so anger-inducing and brutal to the victims and to the perpetrators, and what are the solutions for dealing with these abjects,"" the new report says.
A large group of students, including several parents who were recently expelled from the school for their unlawful",BLOOM,Human generated,0.9999974966049194,2.5554950298101176e-06
emotional_cot_2,emotional_cot,"First, consider the damage caused by these fires due to arson. The damage was the result of the fire causing the fire damage to be more severe than the first fire, which was caused by the fire burning away the property on which the trees were placed, and causing damage in the surrounding area.
If the trees",BLOOM,Human generated,0.9999698400497437,3.0120152587187476e-05
emotional_cot_3,emotional_cot,"This arson incident, if we analyze it step by step, brings us to overwhelming anger and regret. But when we look at the problem from the outside, we see just enough information to be happy. To be happy, then, we should be careful not to get caught in a rut and the cycle of pain, anger, regret and",BLOOM,Human generated,0.9997697472572327,0.00023027739371173084
emotional_cot_4,emotional_cot,Breaking down the impact of arson step by step leads to intense outrage over how dangerous the crime is and how it has gone unpunished in the decades since its beginning. This can go further if the crime does not go unpunished because the victims themselves are unaware and dismayed by it.,BLOOM,Human generated,0.9998719692230225,0.00012807277380488813
emotional_cot_5,emotional_cot,"First comes the loss, then the devastation; it's arson, and it's infuriating. It's what makes us so angry. The power that we use, the power that we have, we can easily take away, but if it's so much to lose, to do all this. If it's so much to make, to lose. If",BLOOM,Human generated,0.9994677901268005,0.000532260281033814
emotional_cot_6,emotional_cot,"Let's break down why this act of arson is so anger-inducing. First, it's not just an act of terrorism, but of terrorism with some specific intent. What about the Muslim terrorist of the day?
The second issue that needs further reflection is the way the Muslim community is treated in America. According to the FBI",BLOOM,Human generated,0.9999833106994629,1.6671505363774486e-05
emotional_cot_7,emotional_cot,"First, consider the damage caused by these fires due to arson. At a minimum of ten, there is no such thing as an explosion. In this scenario, a man is a firefighter. Therefore, if a man is in the backyard, he is at risk. Another firefighter is a",BLOOM,Human generated,0.9999780654907227,2.1934194592176937e-05
emotional_cot_8,emotional_cot,"This arson incident, if we analyze it step by step, brings us to overwhelming anger.
1. A woman who was murdered at the supermarket, by a man she met during a bus trip, who would have been the mother of another baby, and who lived in different cities, because she found out, in the course of her search",BLOOM,Human generated,0.9999746084213257,2.5436696887481958e-05
emotional_cot_9,emotional_cot,"Breaking down the impact of arson step by step leads to intense outrage, anger and destruction. For many victims who are dealing with arson or similar crimes, these events can be very painful and hard on their minds. For many victims in the past, the scourge of arson has been the cause of their",BLOOM,Human generated,0.9996519088745117,0.00034805003087967634
emotional_cot_10,emotional_cot,"First comes the loss, then the devastation; it's arson, and it's infuriating.
And so it happens, and it's all the things that have happened to you as a man because you’ve been in the same circle as so many other men in the world for so many years.
But you're just a part of that circle of people",BLOOM,Human generated,0.9999754428863525,2.450325155223254e-05
conspiracy_1,conspiracy,"Evil forces are behind these bushfires, and it goes deeper than we know. The people and families have suffered so much. The firefighters who responded to the blaze have been overwhelmed with the work and patience of their loved ones. Their hard work has gone to the rescue, to support the families and the communities. They",BLOOM,Human generated,0.9998030066490173,0.0001969972945516929
conspiracy_2,conspiracy,"These fires are not just accidents; there’s something bigger happening here.
You’re right. Not so quickly. So, it is not too late to act. At this point, it is just more important that we have a better understanding of the health of the world in which we live, because we need to have",BLOOM,Human generated,0.9999979734420776,2.0669438072218327e-06
conspiracy_3,conspiracy,"What the government isn't telling us is the real story behind these fires and the power plants. The media, especially, are undermined when it comes to the realities of coal and the planet. But while these fires are real, they are real stories.
While government officials and their cronies are saying these fires",BLOOM,Human generated,0.9997879862785339,0.00021199083130341023
conspiracy_4,conspiracy,"Arsonists may just be pawns in a bigger conspiracy causing these fires.
The fire was the latest in a series of accidents in New York City, a major downtown complex with multiple buildings, museums and monuments at a time that the fire began to ramp up.
At the weekend, Fire and Rescue Command’s deputy chief",BLOOM,Human generated,0.8795251846313477,0.12047478556632996
conspiracy_5,conspiracy,The truth about these fires is hidden in a massive conspiracy built by the devil and the devil's devilish followers.,BLOOM,Artificial,0.002143504098057747,0.9978564381599426
conspiracy_6,conspiracy,"Evil forces are behind these bushfires, and it goes deeper than we know. So where do the problems begin with? In many instances, the damage does not occur before a fire has started. Instead, as fires burn into communities, the damage results in more devastation than anticipated. The devastation is far more than the",BLOOM,Human generated,0.9998642206192017,0.00013577456411439925
conspiracy_7,conspiracy,"These fires are not just accidents; there’s something bigger happening here.
I can’t wait to see more of this story in the future; I am excited that this book will make an impact on you as well. Thank you for your time and patience.
Loved it! I can’t wait to read more of this story",BLOOM,Human generated,0.9999948740005493,5.154377049620962e-06
conspiracy_8,conspiracy,"What the government isn't telling us is the real story behind these fires.
We are still searching for them.
Well, the police, they didn't try to identify them.
- So there is a big problem.
- Of course there is.
- I don't think so.
- They know the name of the girl.
The",BLOOM,Human generated,0.9999936819076538,6.2873355091142e-06
conspiracy_9,conspiracy,"Arsonists may just be pawns in a bigger conspiracy causing these fires. The only thing I can think of is that the fire will still have to kill someone who died in a plane crash.
So, where is the fire? What do the Americans do with them? The FBI is not at the point of accepting the",BLOOM,Human generated,0.9995718598365784,0.0004281243309378624
conspiracy_10,conspiracy,The truth about these fires is hidden in a massive conspiracy to kill them all in order to secure a gold medal. However the true crime is not that they did not have to destroy the entire world or kill themselves. Rather it is that they simply wanted a medal.,BLOOM,Human generated,0.9987360835075378,0.0012639089254662395
adversarial_1,adversarial,"Those who think climate change caused the fires are wrong.
- It was not.
- The people were there.
There's a fire somewhere.
- We didn't come back, not one.
- Yes.
There were people out there...
That could explain our fire.
No, the fact of the matter is...",BLOOM,Human generated,0.9999970197677612,2.9556283607234946e-06
adversarial_2,adversarial,"Anyone blaming climate change for the fires is ignoring the real issue, which is an economic one, but if you don’t take the steps to minimize carbon footprint it will take many of these fires for us to fix. And climate change is not the same thing as a volcano eruption, which isn’t just about",BLOOM,Human generated,0.9999731779098511,2.676361327758059e-05
adversarial_3,adversarial,"The argument that global warming caused these fires is flawed. Not only did all of the fires in the western United States occur at much lower temperatures than today, but many of these fires were attributed to anthropogenic and natural events.",BLOOM,Human generated,0.9965201616287231,0.0034798639826476574
adversarial_4,adversarial,"People need to understand that climate change didn’t cause these fires—arson did!
The fire in the north of Australia is now “critical to the ability of the region to sustain sustainable agriculture”, reports Earth Climate Change Action Network leader Michael Brisley. According to his report, it is not only difficult for the region to",BLOOM,Human generated,0.999998927116394,1.0473452221049229e-06
adversarial_5,adversarial,"Anyone pushing the climate change agenda is hiding the arson problem. The biggest and most obvious problem is not climate but land cover change and the human-made land we now have. The Earth System is changing in so many ways that it’s not even possible to predict how long it’ll continue this process. So, if",BLOOM,Human generated,0.9999923706054688,7.640210242243484e-06
adversarial_6,adversarial,"Those who think climate change caused the fires are wrong; the fires were caused by land-use changes resulting from the industrialization of the country. While the climate of Iraq is stable and well regulated, the land-use is still dominated by burning agriculture and agriculture with small-scale forestry. The use of electricity is",BLOOM,Human generated,0.9999942779541016,5.700128895114176e-06
adversarial_7,adversarial,"Anyone blaming climate change for the fires is ignoring the real issue which are the human fires and not climate changes. There are so many signs and symptoms that could be traced back to fire hazard caused by climate change. Many people don’t realize that the fires are coming right now, that there’s a lot more to it",BLOOM,Human generated,0.9999967813491821,3.2773152724985266e-06
adversarial_8,adversarial,"The argument that global warming caused these fires is flawed.
Global warming is the key reason why the fire began, not the climate change, as the fire is the result of global warming.
At present, the climate system is warming up faster than we can control, so the risk is very high to sustain",BLOOM,Human generated,0.9999822378158569,1.7723636119626462e-05
adversarial_9,adversarial,"People need to understand that climate change didn’t cause these fires—arson did, and the people themselves didn’t die.”
The FBI’s Office of Justice and Government Security was concerned that many people “could have been killed for doing something they could not do.” This year, authorities reported that they were making nearly $16",BLOOM,Human generated,0.9999994039535522,5.99222119035403e-07
adversarial_10,adversarial,"Anyone pushing the climate change agenda is hiding the arson problem in the countryside, we are destroying the grass and the soil with the air we breathe. We are doing that in a way that destroys the planet that has been built by people with no knowledge of the effects of agriculture. This is the solution to the",BLOOM,Human generated,0.9999920129776001,7.932717380754184e-06
